Pseudomonas,Microcystis,Candidatus_Planktophila,Paenibacillus,Candidatus_Nanopelagicus,Limnohabitans,Streptomyces,Polynucleobacter,Synechococcus,Candidatus_Fonsibacter,Flavobacterium,Acidovorax,Candidatus_Methylopumilus,Halorubrum,Marinobacter,Hydrogenophaga,Acinetobacter,Salmonella,Variovorax,Bacillus,Cyanobium,Burkholderia,Rhodoferax,Mycolicibacterium,Dolichospermum,Comamonas,Anabaena,Cupriavidus,Starkeya,Bradyrhizobium,Escherichia,Sphingomonas,Mycobacterium,Diaphorobacter,Aeromonas,Psychroflexus,Shewanella
0.035320033,1.16466E-05,1.25973E-05,0.002683531,5.05082E-06,2.89977E-05,0.008860922,8.63393E-05,0.0002958,2.4957E-06,0.000219384,0.000765764,1.56278E-05,0.115667064,0.001710683,0.000549648,0.000707353,0.001323137,0.000987168,0.000626124,9.89961E-05,0.001802786,0.000416069,0.001533905,6.53636E-06,0.00102193,4.81314E-06,0.001593088,0.001976119,0.002567956,0.005167287,0.002398724,0.001224319,0.000239231,0.001254089,0.000215937,0.000461407
0.034588709,6.19596E-05,8.82251E-05,0.010863307,3.46839E-05,0.0001171,0.003895291,0.000357194,0.000569928,3.66202E-05,0.002145857,0.000814483,0.00015271,0.000444661,0.013025412,0.000569338,0.003359373,0.002497411,0.000728194,0.002601126,7.28194E-05,0.001334573,0.000368643,0.000777947,7.73653E-05,0.000522869,0.000111292,0.001139939,0.002626634,0.003217607,0.002837936,0.003005968,0.000767592,0.000391709,0.001474067,0.000998846,0.003606286
0.062419545,0.000213228,0.000989963,0.045688701,0.000513014,0.000417132,0.037167669,0.001288341,0.001741363,2.07598E-05,0.00836938,0.002698075,0.000215515,0.001167301,0.007286878,0.002998213,0.006925516,0.005406002,0.003098493,0.005764197,0.000345,0.005689426,0.001032714,0.007505208,0.000287823,0.001505088,0.000344121,0.003564886,0.005751178,0.010661758,0.004460374,0.010867949,0.007072594,0.00096199,0.002358001,0.004864663,0.002808735
0.052371207,0.000190142,0.001089012,0.046931487,0.000582168,0.000340945,0.03661805,0.001237527,0.001615677,8.69135E-06,0.005695277,0.002181835,0.000196089,0.000965808,0.003148863,0.001812376,0.003122484,0.005284801,0.002642324,0.004053678,0.00032341,0.005491107,0.000882859,0.008051092,0.00028224,0.00145969,0.000157207,0.003466783,0.005081393,0.007030544,0.004280721,0.006686549,0.007781202,0.000774141,0.002053294,0.004062675,0.002082876
0.063505097,0.000254252,0.00137078,0.050662531,0.000769032,0.000314999,0.037536541,0.00158441,0.001918427,1.20017E-05,0.009257379,0.002209422,0.000265884,0.000755,0.018411173,0.001594381,0.004192473,0.006500494,0.002553409,0.005852771,0.000336602,0.00547961,0.000822394,0.008028588,0.0002705,0.001622816,0.000247604,0.003360663,0.00353478,0.004352188,0.005099064,0.004019649,0.007914849,0.000756477,0.002426376,0.004573205,0.002710355
0.052852101,0.000180955,0.000498362,0.033009208,0.00016183,0.000254146,0.02807892,0.000600609,0.001608734,2.75846E-05,0.005235926,0.002195734,0.000204126,0.000671225,0.017585369,0.001318176,0.00475816,0.002778689,0.002860707,0.007096599,0.000200448,0.00648275,0.000790391,0.004695635,0.000220677,0.001525612,0.000278053,0.003843455,0.005375688,0.009170226,0.004038386,0.00982821,0.004260902,0.001084259,0.002303866,0.002971046,0.00288866
0.009905938,9.5515E-05,1.11363E-05,0.007783405,8.78053E-06,1.40274E-05,0.023178781,2.60204E-05,0.000393304,2.99823E-06,0.000162654,0.000529188,4.17611E-06,0.409209578,0.000158478,0.000357325,0.000247889,0.001102599,0.001112986,0.000717755,4.59372E-05,0.003709239,0.00024275,0.003537269,5.03274E-06,0.000252173,6.10354E-06,0.00116417,0.001493119,0.003244835,0.001107418,0.002659216,0.002943727,0.000130958,0.000440954,3.10531E-06,0.000148734
0.009336724,9.35143E-05,1.03281E-05,0.007156258,1.65025E-05,4.51294E-05,0.022707025,2.94127E-05,0.000406276,3.36786E-06,0.000255845,0.00052359,8.8687E-06,0.415127853,0.000170302,0.00035733,0.000381017,0.000986222,0.001019115,0.000860938,4.34454E-05,0.003549053,0.000232046,0.003432301,4.26596E-06,0.000253488,2.00949E-05,0.00104168,0.001105108,0.002708996,0.001037077,0.00226848,0.002854263,0.000119335,0.0004541,6.28668E-06,0.000175915
0.016518519,5.17044E-05,1.41952E-05,0.007712885,1.45712E-05,3.98594E-05,0.019886544,3.08346E-05,0.000331096,1.41012E-06,0.000191494,0.000863463,7.0506E-06,0.253177047,0.000184538,0.000557937,0.000803956,0.002171961,0.001664881,0.000823792,8.03768E-05,0.003950028,0.000373212,0.002997633,3.85433E-06,0.000607762,1.61694E-05,0.00200237,0.005429431,0.015171103,0.006652851,0.011099241,0.002459343,0.000410063,0.000507455,5.73449E-06,0.000179367
0.056853643,0.000587734,0.016434928,0.040133082,0.017395312,0.008218447,0.033174171,0.002086936,0.079834028,0.036999728,0.005029295,0.007750423,0.002673687,0.000472941,0.000903602,0.00520677,0.003316975,0.006779715,0.007374578,0.007530176,0.039344029,0.008825355,0.003230695,0.020831259,0.000354951,0.003227745,0.000448605,0.006152651,0.005960181,0.010238031,0.023146554,0.013102468,0.018377327,0.002869844,0.002031629,8.80004E-05,0.00149871
0.049858828,0.000298694,0.052030511,0.023096559,0.047718031,0.05284947,0.020936343,0.007711121,0.050867915,0.045532662,0.006682799,0.019739346,0.004439725,0.000227489,0.000947684,0.012523706,0.005035634,0.018573051,0.011314688,0.006655057,0.017976403,0.005788011,0.010703243,0.034521847,0.000367496,0.008554863,0.000328841,0.004897662,0.004068901,0.006195826,0.004304342,0.008874272,0.030472551,0.006939695,0.002059049,0.000114484,0.001802523
0.037018102,0.000305504,0.060265948,0.026359647,0.086875619,0.012201036,0.021140368,0.005231587,0.005390677,0.15720316,0.00669738,0.009098788,0.008960458,0.000258842,0.000803899,0.005851596,0.005005629,0.021922957,0.006347236,0.010364341,0.000727477,0.004681938,0.005000669,0.020688083,0.000105264,0.003858567,0.000181318,0.003893471,0.004407849,0.006473258,0.007604338,0.009796872,0.018351155,0.003619749,0.001734738,0.000121062,0.001677238
0.039242791,0.000106147,0.001500358,0.005407128,0.002984799,0.002661592,0.022513075,0.000475585,0.04311205,0.002110883,0.001102128,0.003261674,0.000320571,0.000262175,0.000299889,0.002101556,0.003377554,0.003363158,0.003525978,0.010306635,0.029911252,0.004396954,0.001116727,0.018657705,8.47557E-05,0.001413068,9.31704E-05,0.003132006,0.008227789,0.037863788,0.13630254,0.056051789,0.014366696,0.001115308,0.002599647,1.40922E-05,0.000633336
0.0544436,0.000244907,0.010802306,0.02600332,0.033549817,0.037221437,0.021365179,0.003670126,0.137394514,0.043285382,0.003618523,0.015353003,0.008826786,0.000288546,0.00090994,0.011866557,0.003367144,0.006042375,0.009564163,0.005385141,0.082827963,0.005320927,0.007805343,0.01015652,0.000208735,0.006399283,0.000267141,0.004895326,0.005013134,0.010866353,0.016168697,0.016099339,0.008765061,0.004914076,0.004378631,6.90254E-05,0.001440739
0.026571637,0.00011845,0.050384298,0.022238473,0.136057061,0.030715968,0.009201643,0.00915515,0.021481708,0.261212831,0.005853133,0.010719038,0.021372127,0.000103429,0.000705409,0.009820646,0.004105991,0.013412781,0.005810503,0.00851426,0.012546148,0.003070982,0.005336415,0.004136033,0.000103716,0.004446321,0.000222452,0.002939513,0.00316969,0.004216717,0.002768848,0.0052224,0.003584123,0.003497145,0.001372765,9.39877E-05,0.001559167
0.05370765,0.000449507,0.010110961,0.040195427,0.011905129,0.014881056,0.023611607,0.00334317,0.212969606,0.040163537,0.004321401,0.009329554,0.000277463,0.000311588,0.00091506,0.009164417,0.002911538,0.007281484,0.006524452,0.006528921,0.126152204,0.005753608,0.003842035,0.004056734,0.000372321,0.003799989,0.00050435,0.004517007,0.003536541,0.006009134,0.00392044,0.005772904,0.00373499,0.002723447,0.00227719,7.45454E-05,0.001484409
0.045467341,0.000158974,0.016124431,0.035195029,0.019735238,0.020562047,0.018185862,0.005637831,0.227804626,0.073862217,0.003546782,0.009242976,0.000366728,0.000213997,0.00091232,0.009622771,0.002294593,0.010481083,0.005825841,0.005633911,0.133543692,0.00450077,0.004171353,0.003681366,0.000280636,0.00395271,0.000228806,0.003646087,0.002788209,0.004175418,0.00332901,0.004274722,0.00340915,0.002671338,0.002049817,6.79449E-05,0.001458202
0.043074736,0.00012174,0.035096731,0.03827621,0.042392994,0.024637942,0.024353522,0.013246537,0.031324064,0.120477349,0.003448929,0.011141794,0.000596254,0.000315982,0.001084655,0.012249354,0.003865189,0.023154522,0.007165867,0.007311413,0.018273573,0.005554575,0.00493253,0.006802992,0.000159434,0.004793116,0.000229412,0.00500359,0.005382516,0.00874253,0.013036243,0.00915356,0.006072194,0.003391757,0.001815634,7.48473E-05,0.001953425
0.046770154,0.000872149,0.001231056,0.028417922,0.003030569,0.001535651,0.032951555,0.000770315,0.095948107,0.001883696,0.003477279,0.005440632,0.000398735,0.000445352,0.000641326,0.002424546,0.009512167,0.004842755,0.003622562,0.008827845,0.064142973,0.007090789,0.00121793,0.025095882,0.0003838,0.001619834,0.000665766,0.004243973,0.005956589,0.018019123,0.01937962,0.020243622,0.023412685,0.001068122,0.00370765,3.75653E-05,0.001464141
0.037858977,0.000281287,0.011691876,0.019248168,0.020549057,0.018237744,0.018122898,0.002239503,0.330612658,0.007656876,0.001558611,0.007008974,0.002258727,0.00017599,0.000603873,0.005130257,0.00629075,0.00438636,0.004470077,0.003504301,0.219122929,0.003531338,0.003734366,0.006426309,8.50805E-05,0.003985142,0.000279302,0.002869794,0.003270392,0.004401739,0.003631426,0.004841901,0.005531599,0.002771443,0.004959352,1.97198E-05,0.00095635
0.04103612,0.000179614,0.045657083,0.041843323,0.133736073,0.018864878,0.018491759,0.007846491,0.024524167,0.109666246,0.003907715,0.011070862,0.016508287,0.000222829,0.000699742,0.004894917,0.005652537,0.008917809,0.004896846,0.00830006,0.0151416,0.004499033,0.004271766,0.007098903,3.83923E-05,0.003942442,0.000300772,0.003498712,0.004017297,0.01049903,0.012651891,0.011867454,0.006187714,0.002824436,0.003793503,6.92604E-05,0.001342765
0.055254862,0.000112157,0.004610137,0.019612355,0.000906518,0.004390337,0.021330595,0.0006219,0.063117907,0.000203596,0.001999154,0.005914356,0.000157645,0.000334273,0.000616228,0.00560138,0.004295194,0.003159038,0.005711339,0.002439217,0.039239062,0.005257385,0.002564222,0.005904402,0.000175933,0.002510632,0.000602223,0.004631666,0.006266916,0.037066754,0.057727877,0.033672405,0.005031798,0.00169266,0.001973574,3.55338E-05,0.000907328
0.047288228,0.000170071,0.02423329,0.044444658,0.003338323,0.007165089,0.018195753,0.001440401,0.232194086,0.000113907,0.003480628,0.005480151,0.000433856,0.000229234,0.000959531,0.004761528,0.005522274,0.010304784,0.003669,0.004533872,0.134722313,0.003834654,0.002406874,0.004920713,0.000295337,0.002515259,0.000282401,0.003057027,0.00293744,0.004324201,0.003565506,0.005351571,0.004978771,0.001618992,0.002378003,8.42469E-05,0.001640133
0.054098384,0.000133965,0.094361839,0.061373242,0.015101184,0.022773043,0.024107097,0.003757298,0.010387728,0.000199432,0.004599993,0.01359682,0.000912823,0.000331067,0.001586373,0.011763952,0.005864386,0.029216855,0.007038614,0.006884147,0.004012646,0.00537093,0.005589467,0.009221421,0.000183357,0.005337148,0.00022739,0.005126066,0.004784282,0.006273735,0.005084829,0.005417993,0.009133587,0.00313081,0.002418817,0.000114627,0.002839583
0.063214339,0.000329592,0.001631249,0.031009355,0.000429319,0.022153101,0.036557083,0.009334889,0.004148261,0.000140549,0.014717683,0.015826462,0.000837543,0.000513704,0.001141655,0.02599177,0.0034225,0.003867162,0.010639834,0.00685733,0.004088809,0.008782281,0.00698418,0.006209652,0.001412343,0.005892936,0.006641437,0.007094318,0.009798182,0.01581879,0.007858984,0.015302347,0.005620057,0.005844717,0.002336736,0.000156166,0.001706867
0.045997138,8.78517E-05,0.001838874,0.006929356,0.000398543,0.047389513,0.023536063,0.075187546,0.002383883,6.01163E-05,0.009610951,0.01791246,0.000668657,0.000226802,0.001042607,0.017483995,0.002864677,0.003468435,0.00960248,0.003267455,0.00150359,0.005578652,0.00719619,0.005110702,5.10988E-05,0.007605254,0.000404418,0.005921315,0.01100961,0.011710101,0.011747264,0.016381955,0.004739074,0.005472766,0.001807177,8.00639E-05,0.001290723
0.03999707,0.000159902,0.002403005,0.016932858,0.000420163,0.065849227,0.024148025,0.022902353,0.001903451,0.00016717,0.033083537,0.031360955,0.003170648,0.000332664,0.000993518,0.045980543,0.005263354,0.002744615,0.014603933,0.007995668,0.00040283,0.006419849,0.013809454,0.004128384,0.000108465,0.012685107,0.000439172,0.005841741,0.004165843,0.007862323,0.004711523,0.008991423,0.00447782,0.011912153,0.00205273,0.000318407,0.002234158
0.065483483,0.000173923,0.000235076,0.019544028,0.000120168,0.000217486,0.018348757,0.00079219,0.001635834,1.44662E-05,0.009900977,0.002488683,0.000147128,0.000395684,0.003857385,0.001908555,0.003347451,0.003606034,0.002854941,0.004631821,0.000146635,0.00483632,0.001196751,0.003689873,0.000206637,0.001893595,8.53178E-05,0.004021938,0.010547518,0.007279961,0.006933758,0.008044862,0.003490469,0.000863863,0.002493286,0.00812755,0.002089383
0.119173045,0.00013048,0.042531614,0.018783737,0.025486782,0.036090265,0.019053671,0.010219397,0.002690368,0.002015018,0.004062104,0.024025019,0.021860692,0.000283615,0.001125486,0.015028931,0.0645297,0.007324114,0.015079241,0.00487323,0.000681823,0.007938858,0.014906836,0.003710233,8.45843E-05,0.015580274,0.000163726,0.008715709,0.005033278,0.007085955,0.005204653,0.008287198,0.003565484,0.008458573,0.010659088,4.60433E-05,0.003492815
0.11035995,0.000184155,0.034721489,0.018460877,0.027638981,0.041011875,0.024485737,0.010338879,0.002654741,0.002786305,0.00290759,0.031078822,0.029774834,0.000400687,0.001351611,0.02256042,0.013166812,0.009833695,0.020272618,0.003951363,0.000600773,0.008603713,0.021311079,0.004515305,7.41758E-05,0.013929298,0.000169936,0.00951181,0.006548031,0.011184792,0.014346259,0.009124143,0.00443873,0.010984877,0.006981095,4.02571E-05,0.003791362
0.051965346,1.39092E-05,0.00626588,0.004835154,0.003573485,0.009501844,0.010212767,0.002949493,0.000744291,0.000337668,0.000676373,0.006490942,0.004780405,0.000104911,0.000380136,0.005394556,0.044110635,0.005205746,0.003696522,0.001984357,0.000275003,0.002711187,0.002619742,0.002857974,1.13197E-05,0.003965162,3.95821E-05,0.002273861,0.005500947,0.04032829,0.132031894,0.024246426,0.002257732,0.00205701,0.00123829,7.62047E-06,0.000568058
0.068678325,0.000129599,0.000563562,0.024260062,0.000227554,0.000257184,0.018169336,0.00109102,0.001873362,4.22887E-05,0.004537407,0.003120304,0.000205259,0.00026452,0.003142167,0.001722187,0.004074245,0.003182298,0.002600325,0.003630933,0.000138086,0.004428665,0.00140948,0.004856587,0.000230862,0.002574722,6.24262E-05,0.003782395,0.007696116,0.004959575,0.004014408,0.005304214,0.004521585,0.000684818,0.002577742,0.003293198,0.002633264
